shape,credit,songs,removed,decision,reviewed_by,harvested,candidates,examples,confidence,labels,matched_label
trimmed:named-group,Prince and The New Power Generation,1,and The New Power Generation,Q7542,assistant,"Q7542 Prince [spotify, mb]","Q7542 Prince ~ Prince (musician) [human, spotify, mb, via 'Prince']",Diamonds and Pearls (1992),assistant,Prince and The New Power Generation | Prince,Prince
trimmed:named-group,Ron Grainer & the BBC Radiophonic Workshop,1,& the BBC Radiophonic Workshop,Q320816,assistant,Q320816 Ron Grainer [mb],"Q320816 Ron Grainer [human, mb, via 'Ron Grainer']",Doctor Who (Original Theme) (1963),assistant,Ron Grainer & the BBC Radiophonic Workshop | Ron Grainer,Ron Grainer
trimmed:named-group,Walter Murphy & The Big Apple Band,1,& The Big Apple Band,Q534419,assistant,Q534419 Walter Murphy [mb],"Q534419 Walter Murphy [human, mb, via 'Walter Murphy']",A Fifth of Beethoven (1976),assistant,Walter Murphy & The Big Apple Band | Walter Murphy,Walter Murphy
trimmed:co-credited,John Travolta & Olivia Newton-John,3,& Olivia Newton-John,Q80938,assistant,"Q80938 John Travolta [spotify, mb]","Q80938 John Travolta [human, spotify, mb, via 'John Travolta']",Summer Nights (1978); You're the One That I Want (1978); You're the One That I Want (1978),assistant,John Travolta & Olivia Newton-John | John Travolta,John Travolta
trimmed:co-credited,Bill Medley and Jennifer Warnes,2,and Jennifer Warnes,Q862315,assistant,"Q862315 Bill Medley [spotify, mb]","Q862315 Bill Medley [human, spotify, mb, via 'Bill Medley']",(I've Had) The Time of My Life (1987); (I've Had) The Time of My Life (1987),assistant,Bill Medley and Jennifer Warnes | Bill Medley,Bill Medley
trimmed:co-credited,Bing Crosby & Gary Crosby,2,& Gary Crosby,Q72984,assistant,"Q72984 Bing Crosby [spotify, mb]","Q72984 Bing Crosby [human, spotify, mb, via 'Bing Crosby']",Play a Simple Melody (1950); Sam's Song (1950),assistant,Bing Crosby & Gary Crosby | Bing Crosby,Bing Crosby
trimmed:co-credited,Dinah Washington and Brook Benton,2,and Brook Benton,Q229322,assistant,"Q229322 Dinah Washington [spotify, mb]","Q229322 Dinah Washington [human, spotify, mb, via 'Dinah Washington']",A Rockin' Good Way (To Mess Around and Fall in Love) (1960); Baby (You've Got What It Takes) (1960),assistant,Dinah Washington and Brook Benton | Dinah Washington,Dinah Washington
trimmed:co-credited,Freddie Slack & Ella Mae Morse,2,& Ella Mae Morse,Q204969,assistant,Q204969 Freddie Slack [mb],"Q204969 Freddie Slack [human, mb, via 'Freddie Slack']",Cow-Cow Boogie (1942); The House of Blue Lights (1946),assistant,Freddie Slack & Ella Mae Morse | Freddie Slack,Freddie Slack
trimmed:co-credited,Helen Forrest & Dick Haymes,2,& Dick Haymes,Q444180,assistant,"Q444180 Helen Forrest [spotify, mb]","Q444180 Helen Forrest [human, spotify, mb, via 'Helen Forrest']",Long Ago (and Far Away) (1944); Together (1944),assistant,Helen Forrest & Dick Haymes | Helen Forrest,Helen Forrest
trimmed:co-credited,"Idina Menzel, Kristin Chenoweth",2,", Kristin Chenoweth",Q157400,assistant,"Q157400 Idina Menzel [spotify, mb]","Q157400 Idina Menzel [human, spotify, mb, via 'Idina Menzel']",Defying Gravity (2003); For Good (2003),assistant,"Idina Menzel, Kristin Chenoweth | Idina Menzel",Idina Menzel
trimmed:co-credited,Imagine Dragons & JID,2,& JID,Q391348,assistant,"Q391348 Imagine Dragons [spotify, mb]","Q391348 Imagine Dragons [musical group/rock band, spotify, mb, via 'Imagine Dragons']",Enemy (2022); Enemy (2022),assistant,Imagine Dragons & JID | Imagine Dragons,Imagine Dragons
trimmed:co-credited,Kendrick Lamar & SZA,2,& SZA,Q130798,assistant,"Q130798 Kendrick Lamar [spotify, mb]","Q130798 Kendrick Lamar [human, spotify, mb, via 'Kendrick Lamar']",All the Stars (2018); Luther (2025),assistant,Kendrick Lamar & SZA | Kendrick Lamar,Kendrick Lamar
trimmed:co-credited,Lady Gaga & Bradley Cooper,2,& Bradley Cooper,Q19848,assistant,"Q19848 Lady Gaga [spotify, mb]","Q19848 Lady Gaga [human, spotify, mb, via 'Lady Gaga']",Shallow (2019); Shallow (2019),assistant,Lady Gaga & Bradley Cooper | Lady Gaga,Lady Gaga
trimmed:co-credited,Post Malone & Swae Lee,2,& Swae Lee,Q21621919,assistant,"Q21621919 Post Malone [spotify, mb]","Q21621919 Post Malone [human, spotify, mb, via 'Post Malone']",Sunflower (2019); Sunflower (2019),assistant,Post Malone & Swae Lee | Post Malone,Post Malone
trimmed:co-credited,The Weeknd & Ariana Grande,2,& Ariana Grande,Q2121062,assistant,"Q2121062 The Weeknd [spotify, mb]","Q2121062 The Weeknd [human, spotify, mb, via 'The Weeknd']",Save Your Tears (2021); Die for You (2023),assistant,The Weeknd & Ariana Grande | The Weeknd,The Weeknd
trimmed:co-credited,Warren G and Nate Dogg,2,and Nate Dogg,Q319585,assistant,"Q319585 Warren G [spotify, mb]","Q319585 Warren G [human, spotify, mb, via 'Warren G']",Regulate (1994); Regulate (1994),assistant,Warren G and Nate Dogg | Warren G,Warren G
trimmed:co-credited,A Great Big World & Christina Aguilera,1,& Christina Aguilera,Q15136158,assistant,"Q15136158 A Great Big World [spotify, mb]","Q15136158 A Great Big World [musical duo/male duo, spotify, mb, via 'A Great Big World']",Say Something (2014),assistant,A Great Big World & Christina Aguilera | A Great Big World,A Great Big World
trimmed:co-credited,"Aaron Tveit, Karen Olivo",1,", Karen Olivo",Q321770,assistant,"Q321770 Aaron Tveit [spotify, mb]","Q321770 Aaron Tveit [human, spotify, mb, via 'Aaron Tveit']",Elephant Love Medley (2019),assistant,"Aaron Tveit, Karen Olivo | Aaron Tveit",Aaron Tveit
trimmed:co-credited,"Andrew Rannells, Josh Gad",1,", Josh Gad",Q560516,assistant,Q560516 Andrew Rannells [mb],"Q560516 Andrew Rannells [human, mb, via 'Andrew Rannells']",You and Me (But Mostly Me) (2011),assistant,"Andrew Rannells, Josh Gad | Andrew Rannells",Andrew Rannells
trimmed:co-credited,B2K and P. Diddy,1,and P. Diddy,Q795279,assistant,Q795279 B2K [mb],"Q795279 B2K [musical group, mb, via 'B2K']","Bump, Bump, Bump (2003)",assistant,B2K and P. Diddy | B2K,B2K
trimmed:co-credited,Bad Bunny & Chencho Corleone,1,& Chencho Corleone,Q44333953,assistant,"Q44333953 Bad Bunny [spotify, mb]","Q44333953 Bad Bunny [human, spotify, mb, via 'Bad Bunny']",Me Porto Bonito (2022),assistant,Bad Bunny & Chencho Corleone | Bad Bunny,Bad Bunny
trimmed:co-credited,Bad Bunny & Jhay Cortez,1,& Jhay Cortez,Q44333953,assistant,"Q44333953 Bad Bunny [spotify, mb]","Q44333953 Bad Bunny [human, spotify, mb, via 'Bad Bunny']",Dakiti (2021),assistant,Bad Bunny & Jhay Cortez | Bad Bunny,Bad Bunny
trimmed:co-credited,Barbra Streisand & Neil Diamond,1,& Neil Diamond,Q4636,assistant,"Q4636 Barbra Streisand [spotify, mb]","Q4636 Barbra Streisand [human, spotify, mb, via 'Barbra Streisand']",You Don't Bring Me Flowers (1979),assistant,Barbra Streisand & Neil Diamond | Barbra Streisand,Barbra Streisand
trimmed:co-credited,Barbra Streisand and Barry Gibb,1,and Barry Gibb,Q4636,assistant,"Q4636 Barbra Streisand [spotify, mb]","Q4636 Barbra Streisand [human, spotify, mb, via 'Barbra Streisand']",Guilty (1981),assistant,Barbra Streisand and Barry Gibb | Barbra Streisand,Barbra Streisand
trimmed:co-credited,"Barry Bostwick, Carole Demas",1,", Carole Demas",Q809019,assistant,Q809019 Barry Bostwick [mb],"Q809019 Barry Bostwick [human, mb, via 'Barry Bostwick']",Summer Nights (1972),assistant,"Barry Bostwick, Carole Demas | Barry Bostwick",Barry Bostwick
trimmed:co-credited,"Ben Platt, Original Broadway Cast of Dear Evan Hansen",1,", Original Broadway Cast of Dear Evan Hansen",Q16236455,assistant,"Q16236455 Ben Platt [spotify, mb]","Q16236455 Ben Platt [human, spotify, mb, via 'Ben Platt']",You Will Be Found (2017),assistant,"Ben Platt, Original Broadway Cast of Dear Evan Hansen | Ben Platt",Ben Platt
trimmed:co-credited,"Benny Blanco, Halsey & Khalid",1,", Halsey & Khalid",Q818048,assistant,"Q818048 Benny Blanco [spotify, mb]","Q818048 Benny Blanco [human, spotify, mb, via 'Benny Blanco']",Eastside (2019),assistant,"Benny Blanco, Halsey & Khalid | Benny Blanco",Benny Blanco
trimmed:co-credited,"Bill Medley, Jennifer Warnes",1,", Jennifer Warnes",Q862315,assistant,"Q862315 Bill Medley [spotify, mb]","Q862315 Bill Medley [human, spotify, mb, via 'Bill Medley']",(I've Had) The Time of My Life (1987),assistant,"Bill Medley, Jennifer Warnes | Bill Medley",Bill Medley
trimmed:co-credited,"Billy Crystal, John Goodman",1,", John Goodman",Q186485,assistant,"Q186485 Billy Crystal [spotify, mb]","Q186485 Billy Crystal [human, spotify, mb, via 'Billy Crystal']",If I Didn't Have You (2001),assistant,"Billy Crystal, John Goodman | Billy Crystal",Billy Crystal
trimmed:co-credited,Billy Preston and Syreeta,1,and Syreeta,Q311450,assistant,"Q311450 Billy Preston [spotify, mb]","Q311450 Billy Preston [human, spotify, mb, via 'Billy Preston']",With You I'm Born Again (1980),assistant,Billy Preston and Syreeta | Billy Preston,Billy Preston
trimmed:co-credited,Bing Crosby & Connee Boswell,1,& Connee Boswell,Q72984,assistant,"Q72984 Bing Crosby [spotify, mb]","Q72984 Bing Crosby [human, spotify, mb, via 'Bing Crosby']",Alexander's Ragtime Band (1938),assistant,Bing Crosby & Connee Boswell | Bing Crosby,Bing Crosby
trimmed:co-credited,Bing Crosby & Johnny Mercer,1,& Johnny Mercer,Q72984,assistant,"Q72984 Bing Crosby [spotify, mb]","Q72984 Bing Crosby [human, spotify, mb, via 'Bing Crosby']",Small Fry (1938),assistant,Bing Crosby & Johnny Mercer | Bing Crosby,Bing Crosby
trimmed:co-credited,Bing Crosby & Trudy Erwin,1,& Trudy Erwin,Q72984,assistant,"Q72984 Bing Crosby [spotify, mb]","Q72984 Bing Crosby [human, spotify, mb, via 'Bing Crosby']",People Will Say We're in Love (1943),assistant,Bing Crosby & Trudy Erwin | Bing Crosby,Bing Crosby
trimmed:co-credited,Bing Crosby and Connee Boswell,1,and Connee Boswell,Q72984,assistant,"Q72984 Bing Crosby [spotify, mb]","Q72984 Bing Crosby [human, spotify, mb, via 'Bing Crosby']",Bob White (Whatcha Gonna Swing Tonight?) (1937),assistant,Bing Crosby and Connee Boswell | Bing Crosby,Bing Crosby
trimmed:co-credited,Bob Hope & Shirley Ross,1,& Shirley Ross,Q94081,assistant,"Q94081 Bob Hope [spotify, mb]","Q94081 Bob Hope [human, spotify, mb, via 'Bob Hope']",Thanks for the Memory (1938),assistant,Bob Hope & Shirley Ross | Bob Hope,Bob Hope
trimmed:co-credited,Bruno Mars & Cardi B,1,& Cardi B,Q1450,assistant,"Q1450 Bruno Mars [spotify, mb]","Q1450 Bruno Mars [human, spotify, mb, via 'Bruno Mars']",Finesse (2018),assistant,Bruno Mars & Cardi B | Bruno Mars,Bruno Mars
trimmed:co-credited,"Bryan Adams, Rod Stewart and Sting",1,", Rod Stewart and Sting",Q482907,assistant,"Q482907 Bryan Adams [spotify, mb]","Q482907 Bryan Adams [human, spotify, mb, via 'Bryan Adams']",All for Love (1994),assistant,"Bryan Adams, Rod Stewart and Sting | Bryan Adams",Bryan Adams
trimmed:co-credited,Busta Rhymes and Mariah Carey featuring Flipmode Squad,1,and Mariah Carey featuring Flipmode Squad,Q59185,assistant,"Q59185 Busta Rhymes [spotify, mb]","Q59185 Busta Rhymes [human, spotify, mb, via 'Busta Rhymes']",I Know What You Want (2003),assistant,Busta Rhymes and Mariah Carey featuring Flipmode Squad | Busta Rhymes and Mariah Carey | Busta Rhymes,Busta Rhymes
trimmed:co-credited,Cardi B & Bruno Mars,1,& Bruno Mars,Q29033668,assistant,"Q29033668 Cardi B [spotify, mb]","Q29033668 Cardi B [human, spotify, mb, via 'Cardi B']",Please Me (2019),assistant,Cardi B & Bruno Mars | Cardi B,Cardi B
trimmed:co-credited,"Cardi B, Bad Bunny & J Balvin",1,", Bad Bunny & J Balvin",Q29033668,assistant,"Q29033668 Cardi B [spotify, mb]","Q29033668 Cardi B [human, spotify, mb, via 'Cardi B']",I Like It (2018),assistant,"Cardi B, Bad Bunny & J Balvin | Cardi B",Cardi B
trimmed:co-credited,"Celine Dion, Peabo Bryson",1,", Peabo Bryson",Q5105,assistant,"Q5105 Céline Dion [spotify, mb]","Q5105 Céline Dion ~ Celine Dion [human, spotify, mb, via 'Celine Dion']",Beauty and the Beast (1991),assistant,"Celine Dion, Peabo Bryson | Celine Dion",Celine Dion
trimmed:co-credited,"Christina Aguilera, Lil' Kim, Mýa and Pink",1,", Lil' Kim, Mýa and Pink",Q41594,assistant,"Q41594 Christina Aguilera [spotify, mb]","Q41594 Christina Aguilera [human, spotify, mb, via 'Christina Aguilera']",Lady Marmalade (2001),assistant,"Christina Aguilera, Lil' Kim, Mýa and Pink | Christina Aguilera",Christina Aguilera
trimmed:co-credited,Cliff Nobles and Co.,1,and Co.,Q5132711,assistant,Q5132711 Cliff Nobles [mb],"Q5132711 Cliff Nobles [human, mb, via 'Cliff Nobles']",The Horse (1968),assistant,Cliff Nobles and Co. | Cliff Nobles,Cliff Nobles
trimmed:co-credited,"Common, John Legend",1,", John Legend",Q286022,assistant,"Q286022 Common [spotify, mb]","Q286022 Common ~ Common (rapper) [human, spotify, mb, via 'Common']",Glory (2014),assistant,"Common, John Legend | Common",Common
trimmed:co-credited,Craig Wedren & Anna Waronker,1,& Anna Waronker,Q5181581,assistant,Q5181581 Craig Wedren [mb],"Q5181581 Craig Wedren [human, mb, via 'Craig Wedren']",No Return (Main Title Theme) (2022),assistant,Craig Wedren & Anna Waronker | Craig Wedren,Craig Wedren
trimmed:co-credited,Cynthia Erivo & Ariana Grande,1,& Ariana Grande,Q21592474,assistant,"Q21592474 Cynthia Erivo [spotify, mb]","Q21592474 Cynthia Erivo [human, spotify, mb, via 'Cynthia Erivo']",Defying Gravity (2024),assistant,Cynthia Erivo & Ariana Grande | Cynthia Erivo,Cynthia Erivo
trimmed:co-credited,DJ Snake & Lil Jon,1,& Lil Jon,Q16728588,assistant,"Q16728588 DJ Snake [spotify, mb]","Q16728588 DJ Snake [human, spotify, mb, via 'DJ Snake']",Turn Down for What (2014),assistant,DJ Snake & Lil Jon | DJ Snake,DJ Snake
trimmed:co-credited,Dan + Shay & Justin Bieber,1,& Justin Bieber,Q16959408,assistant,"Q16959408 Dan + Shay [spotify, mb]","Q16959408 Dan + Shay [musical group/musical duo, spotify, mb, via 'Dan + Shay']","10,000 Hours (2020)",assistant,Dan + Shay & Justin Bieber | Dan + Shay,Dan + Shay
trimmed:co-credited,"Daniel Jenkins, Ron Richardson",1,", Ron Richardson",Q5217382,assistant,Q5217382 Daniel Jenkins [mb],"Q5217382 Daniel Jenkins [human, mb, via 'Daniel Jenkins']",Muddy Water (1985),assistant,"Daniel Jenkins, Ron Richardson | Daniel Jenkins",Daniel Jenkins
trimmed:co-credited,David Guetta & Bebe Rexha,1,& Bebe Rexha,Q8298,assistant,"Q8298 David Guetta [spotify, mb]","Q8298 David Guetta [human, spotify, mb, via 'David Guetta']",I'm Good (Blue) (2023),assistant,David Guetta & Bebe Rexha | David Guetta,David Guetta
trimmed:co-credited,Debbie Reynolds & Carleton Carpenter,1,& Carleton Carpenter,Q263696,assistant,"Q263696 Debbie Reynolds [spotify, mb]","Q263696 Debbie Reynolds [human, spotify, mb, via 'Debbie Reynolds']",Aba Daba Honeymoon (1951),assistant,Debbie Reynolds & Carleton Carpenter | Debbie Reynolds,Debbie Reynolds
trimmed:co-credited,Diana Ross and Lionel Richie,1,and Lionel Richie,Q36290,assistant,"Q36290 Diana Ross [spotify, mb]","Q36290 Diana Ross [human, spotify, mb, via 'Diana Ross']",Endless Love (1981),assistant,Diana Ross and Lionel Richie | Diana Ross,Diana Ross
trimmed:co-credited,"Diana Ross, Lionel Richie",1,", Lionel Richie",Q36290,assistant,"Q36290 Diana Ross [spotify, mb]","Q36290 Diana Ross [human, spotify, mb, via 'Diana Ross']",Endless Love (1981),assistant,"Diana Ross, Lionel Richie | Diana Ross",Diana Ross
trimmed:co-credited,"Dick Van Dyke, Julie Andrews",1,", Julie Andrews",Q310295,assistant,Q310295 Dick Van Dyke [mb],"Q310295 Dick Van Dyke [human, mb, via 'Dick Van Dyke']",Chim Chim Cher-ee (1964),assistant,"Dick Van Dyke, Julie Andrews | Dick Van Dyke",Dick Van Dyke
trimmed:co-credited,Dinah Shore & Buddy Clark,1,& Buddy Clark,Q466502,assistant,"Q466502 Dinah Shore [spotify, mb]","Q466502 Dinah Shore [human, spotify, mb, via 'Dinah Shore']","Baby, It's Cold Outside (1949)",assistant,Dinah Shore & Buddy Clark | Dinah Shore,Dinah Shore
trimmed:co-credited,Doris Day & Buddy Clark,1,& Buddy Clark,Q104372,assistant,"Q104372 Doris Day [spotify, mb]","Q104372 Doris Day [human, spotify, mb, via 'Doris Day']",Love Somebody (1948),assistant,Doris Day & Buddy Clark | Doris Day,Doris Day
trimmed:co-credited,Drake & 21 Savage,1,& 21 Savage,Q33240,assistant,"Q33240 Drake [spotify, mb]","Q33240 Drake ~ Drake (musician) [human, spotify, mb, via 'Drake']",Rich Flex (2023),assistant,Drake & 21 Savage | Drake,Drake
trimmed:co-credited,Ed Sheeran & Justin Bieber,1,& Justin Bieber,Q47447,assistant,"Q47447 Ed Sheeran [spotify, mb]","Q47447 Ed Sheeran [human, spotify, mb, via 'Ed Sheeran']",I Don't Care (2019),assistant,Ed Sheeran & Justin Bieber | Ed Sheeran,Ed Sheeran
trimmed:co-credited,Elizabeth Spencer and Charles Hart,1,and Charles Hart,Q5363537,assistant,Q5363537 Elizabeth Spencer [mb],"Q5363537 Elizabeth Spencer ~ Elizabeth Spencer (soprano) [human, mb, via 'Elizabeth Spencer']",Let the Rest of the World Go By (1920),assistant,Elizabeth Spencer and Charles Hart | Elizabeth Spencer,Elizabeth Spencer
trimmed:co-credited,Ella Fitzgerald & Chick Webb,1,& Chick Webb,Q1768,assistant,"Q1768 Ella Fitzgerald [spotify, mb]","Q1768 Ella Fitzgerald [human, spotify, mb, via 'Ella Fitzgerald']","A-Tisket, A-Tasket (1938)",assistant,Ella Fitzgerald & Chick Webb | Ella Fitzgerald,Ella Fitzgerald
trimmed:co-credited,Ella Fitzgerald & Louis Jordan,1,& Louis Jordan,Q1768,assistant,"Q1768 Ella Fitzgerald [spotify, mb]","Q1768 Ella Fitzgerald [human, spotify, mb, via 'Ella Fitzgerald']",Stone Cold Dead in the Market (1946),assistant,Ella Fitzgerald & Louis Jordan | Ella Fitzgerald,Ella Fitzgerald
trimmed:co-credited,Ella Langley & Morgan Wallen,1,& Morgan Wallen,Q127559972,assistant,"Q127559972 Ella Langley [spotify, mb]","Q127559972 Ella Langley [human, spotify, mb, via 'Ella Langley']",I Can't Love You Anymore (2026),assistant,Ella Langley & Morgan Wallen | Ella Langley,Ella Langley
trimmed:co-credited,Elton John & Dua Lipa,1,& Dua Lipa,Q2808,assistant,"Q2808 Elton John [spotify, mb]","Q2808 Elton John [human, spotify, mb, via 'Elton John']",Cold Heart (Pnau Remix) (2022),assistant,Elton John & Dua Lipa | Elton John,Elton John
trimmed:co-credited,Elton John & Kiki Dee,1,& Kiki Dee,Q2808,assistant,"Q2808 Elton John [spotify, mb]","Q2808 Elton John [human, spotify, mb, via 'Elton John']",Don't Go Breaking My Heart (1976),assistant,Elton John & Kiki Dee | Elton John,Elton John
trimmed:co-credited,"Elton John, Taron Egerton",1,", Taron Egerton",Q2808,assistant,"Q2808 Elton John [spotify, mb]","Q2808 Elton John [human, spotify, mb, via 'Elton John']",(I'm Gonna) Love Me Again (2019),assistant,"Elton John, Taron Egerton | Elton John",Elton John
trimmed:co-credited,G-Eazy & Halsey,1,& Halsey,Q5511893,assistant,"Q5511893 G-Eazy [spotify, mb]","Q5511893 G-Eazy [human, spotify, mb, via 'G-Eazy']",Him & I (2018),assistant,G-Eazy & Halsey | G-Eazy,G-Eazy
trimmed:co-credited,Gary Jules & Michael Andrews,1,& Michael Andrews,Q714504,assistant,"Q714504 Gary Jules [spotify, mb]","Q714504 Gary Jules [human, spotify, mb, via 'Gary Jules']",Mad World (2001),assistant,Gary Jules & Michael Andrews | Gary Jules,Gary Jules
trimmed:co-credited,George Michael and Elton John,1,and Elton John,Q130311,assistant,"Q130311 George Michael [spotify, mb]","Q130311 George Michael [human, spotify, mb, via 'George Michael']",Don't Let the Sun Go Down on Me (1992),assistant,George Michael and Elton John | George Michael,George Michael
trimmed:co-credited,Glen Hansard & Marketa Irglova,1,& Marketa Irglova,Q220010,assistant,"Q220010 Glen Hansard [spotify, mb]","Q220010 Glen Hansard [human, spotify, mb, via 'Glen Hansard']",Falling Slowly (2007),assistant,Glen Hansard & Marketa Irglova | Glen Hansard,Glen Hansard
trimmed:co-credited,"Glen Hansard, Marketa Irglova",1,", Marketa Irglova",Q220010,assistant,"Q220010 Glen Hansard [spotify, mb]","Q220010 Glen Hansard [human, spotify, mb, via 'Glen Hansard']",Falling Slowly (2007),assistant,"Glen Hansard, Marketa Irglova | Glen Hansard",Glen Hansard
trimmed:co-credited,Gloria Loring and Carl Anderson,1,and Carl Anderson,Q3935006,assistant,Q3935006 Gloria Loring [mb],"Q3935006 Gloria Loring [human, mb, via 'Gloria Loring']",Friends and Lovers (1986),assistant,Gloria Loring and Carl Anderson | Gloria Loring,Gloria Loring
trimmed:co-credited,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI",1,", EJAE, AUDREY NUNA, REI AMI",Q135921763,assistant,"Q135921763 HUNTR/X [spotify, mb]","Q135921763 HUNTR/X ~ Huntrix [girl group/virtual band, spotify, mb, via 'HUNTR/X']",Golden (2025),assistant,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI | HUNTR/X",HUNTR/X
trimmed:co-credited,Henry Burr and Albert Campbell,1,and Albert Campbell,Q530690,assistant,Q530690 Henry Burr [mb],"Q530690 Henry Burr [human, mb, via 'Henry Burr']",Feather Your Nest (1920),assistant,Henry Burr and Albert Campbell | Henry Burr,Henry Burr
trimmed:co-credited,Hugo Winterhalter & Eddie Heywood,1,& Eddie Heywood,Q1635872,assistant,Q1635872 Hugo Winterhalter [mb],"Q1635872 Hugo Winterhalter [human, mb, via 'Hugo Winterhalter']",Canadian Sunset (1956),assistant,Hugo Winterhalter & Eddie Heywood | Hugo Winterhalter,Hugo Winterhalter
trimmed:co-credited,"Idina Menzel, Fredi Walker",1,", Fredi Walker",Q157400,assistant,"Q157400 Idina Menzel [spotify, mb]","Q157400 Idina Menzel [human, spotify, mb, via 'Idina Menzel']",Take Me or Leave Me (1996),assistant,"Idina Menzel, Fredi Walker | Idina Menzel",Idina Menzel
trimmed:co-credited,"James Naughton, Gregg Edelman",1,", Gregg Edelman",Q349668,assistant,Q349668 James Naughton [mb],"Q349668 James Naughton [human, mb, via 'James Naughton']",You're Nothing Without Me (1990),assistant,"James Naughton, Gregg Edelman | James Naughton",James Naughton
trimmed:co-credited,"Jason Segel, Walter",1,", Walter",Q202304,assistant,Q202304 Jason Segel [mb],"Q202304 Jason Segel [human, mb, via 'Jason Segel']",Man or Muppet (2011),assistant,"Jason Segel, Walter | Jason Segel",Jason Segel
trimmed:co-credited,Jay-Z & Alicia Keys,1,& Alicia Keys,Q62766,assistant,"Q62766 Jay-Z [spotify, mb]","Q62766 Jay-Z [human, spotify, mb, via 'Jay-Z']",Empire State of Mind (2010),assistant,Jay-Z & Alicia Keys | Jay-Z,Jay-Z
trimmed:co-credited,"Jerry Orbach, Original Broadway Cast of 42nd Street",1,", Original Broadway Cast of 42nd Street",Q421707,assistant,Q421707 Jerry Orbach [mb],"Q421707 Jerry Orbach [human, mb, via 'Jerry Orbach']",Lullaby of Broadway (1980),assistant,"Jerry Orbach, Original Broadway Cast of 42nd Street | Jerry Orbach",Jerry Orbach
trimmed:co-credited,"Jessie J, Ariana Grande & Nicki Minaj",1,", Ariana Grande & Nicki Minaj",Q18814,assistant,"Q18814 Jessie J [spotify, mb]","Q18814 Jessie J [human, spotify, mb, via 'Jessie J']",Bang Bang (2014),assistant,"Jessie J, Ariana Grande & Nicki Minaj | Jessie J",Jessie J
trimmed:co-credited,Jimmy Boyd & Frankie Laine,1,& Frankie Laine,Q3194192,assistant,"Q3194192 Jimmy Boyd [spotify, mb]","Q3194192 Jimmy Boyd [human, spotify, mb, via 'Jimmy Boyd']",Tell Me a Story (1953),assistant,Jimmy Boyd & Frankie Laine | Jimmy Boyd,Jimmy Boyd
trimmed:co-credited,"Jodi Benson, Original Broadway Cast of Crazy for You",1,", Original Broadway Cast of Crazy for You",Q1138602,assistant,"Q1138602 Jodi Benson [spotify, mb]","Q1138602 Jodi Benson [human, spotify, mb, via 'Jodi Benson']",I Got Rhythm (1992),assistant,"Jodi Benson, Original Broadway Cast of Crazy for You | Jodi Benson",Jodi Benson
trimmed:co-credited,Joe Cocker and Jennifer Warnes,1,and Jennifer Warnes,Q190076,assistant,"Q190076 Joe Cocker [spotify, mb]","Q190076 Joe Cocker [human, spotify, mb, via 'Joe Cocker']",Up Where We Belong (1983),assistant,Joe Cocker and Jennifer Warnes | Joe Cocker,Joe Cocker
trimmed:co-credited,"Joe Cocker, Jennifer Warnes",1,", Jennifer Warnes",Q190076,assistant,"Q190076 Joe Cocker [spotify, mb]","Q190076 Joe Cocker [human, spotify, mb, via 'Joe Cocker']",Up Where We Belong (1982),assistant,"Joe Cocker, Jennifer Warnes | Joe Cocker",Joe Cocker
trimmed:co-credited,Johnny Mercer & Jo Stafford,1,& Jo Stafford,Q363698,assistant,"Q363698 Johnny Mercer [spotify, mb]","Q363698 Johnny Mercer [human, spotify, mb, via 'Johnny Mercer']",Candy (1945),assistant,Johnny Mercer & Jo Stafford | Johnny Mercer,Johnny Mercer
trimmed:co-credited,Kane Brown & Katelyn Brown,1,& Katelyn Brown,Q21620939,assistant,"Q21620939 Kane Brown [spotify, mb]","Q21620939 Kane Brown [human, spotify, mb, via 'Kane Brown']",Thank God (2023),assistant,Kane Brown & Katelyn Brown | Kane Brown,Kane Brown
trimmed:co-credited,Kay Starr & Tennessee Ernie Ford,1,& Tennessee Ernie Ford,Q469125,assistant,"Q469125 Kay Starr [spotify, mb]","Q469125 Kay Starr [human, spotify, mb, via 'Kay Starr']",I'll Never Be Free (1950),assistant,Kay Starr & Tennessee Ernie Ford | Kay Starr,Kay Starr
trimmed:co-credited,"Kendrick Lamar, SZA",1,", SZA",Q130798,assistant,"Q130798 Kendrick Lamar [spotify, mb]","Q130798 Kendrick Lamar [human, spotify, mb, via 'Kendrick Lamar']",All the Stars (2018),assistant,"Kendrick Lamar, SZA | Kendrick Lamar",Kendrick Lamar
trimmed:co-credited,Kyle Dixon & Michael Stein,1,& Michael Stein,Q43761641,assistant,"Q43761641 Kyle Dixon [spotify, mb]","Q43761641 Kyle Dixon [human, spotify, mb, via 'Kyle Dixon']",Stranger Things (2016),assistant,Kyle Dixon & Michael Stein | Kyle Dixon,Kyle Dixon
trimmed:co-credited,Labrinth & Zendaya,1,& Zendaya,Q48959,assistant,"Q48959 Labrinth [spotify, mb]","Q48959 Labrinth [human, spotify, mb, via 'Labrinth']",All For Us (2019),assistant,Labrinth & Zendaya | Labrinth,Labrinth
trimmed:co-credited,Lady Gaga & Bruno Mars,1,& Bruno Mars,Q19848,assistant,"Q19848 Lady Gaga [spotify, mb]","Q19848 Lady Gaga [human, spotify, mb, via 'Lady Gaga']",Die with a Smile (2025),assistant,Lady Gaga & Bruno Mars | Lady Gaga,Lady Gaga
